日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20210304,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.35,-0.01,0.00,173.23,169.66,
20210305,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.40,0.05,0.04,135.00,128.09,
20210308,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.47,0.07,0.06,211.78,209.46,
20210309,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.45,-0.02,-0.02,205.66,201.78,
20210310,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.48,0.04,0.03,232.22,231.16,
20210311,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.51,0.02,0.02,179.45,176.36,
20210312,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.51,0.01,0.01,116.61,114.88,
20210315,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.51,-0.01,0.00,226.03,223.48,
20210316,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.56,0.05,0.04,187.66,185.04,
20210317,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.59,0.03,0.02,0.00,0.00,
20210318,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.61,0.02,0.02,0.00,0.00,
20210319,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.67,0.07,0.05,0.00,0.00,
20210322,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.74,0.07,0.05,0.00,0.00,
20210323,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.77,0.03,0.03,0.00,0.00,
20210324,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.90,0.13,0.10,0.00,0.00,
20210325,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.92,0.02,0.02,0.00,0.00,
20210326,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.91,-0.01,-0.01,0.00,0.00,
20210329,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.92,0.01,0.01,0.00,0.00,
20210330,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.97,0.05,0.04,0.00,0.00,
20210331,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.00,0.04,0.03,0.00,0.00,
20210401,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.00,0.00,0.00,0.00,0.00,
20210402,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.03,0.02,0.02,0.00,0.00,
20210406,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.05,0.02,0.02,0.00,0.00,
20210407,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.08,0.03,0.02,0.00,0.00,
20210408,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.08,0.00,0.00,0.00,0.00,
20210409,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.12,0.04,0.03,0.00,0.00,
20210412,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.20,0.08,0.06,0.00,0.00,
20210413,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.35,0.15,0.12,0.00,0.00,
20210414,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.38,0.03,0.02,0.00,0.00,
20210415,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.40,0.02,0.02,0.00,0.00,
20210416,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.44,0.04,0.03,0.00,0.00,
20210419,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.51,0.07,0.06,0.00,0.00,
20210420,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.59,0.08,0.06,0.00,0.00,
20210421,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.63,0.04,0.03,0.00,0.00,
20210422,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.65,0.02,0.02,0.00,0.00,
20210423,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.67,0.02,0.01,0.00,0.00,
20210426,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.57,-0.09,-0.07,0.00,0.00,
20210427,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.55,-0.03,-0.02,0.00,0.00,
20210428,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.56,0.01,0.01,0.00,0.00,
20210429,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.57,0.01,0.01,0.00,0.00,
20210430,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.63,0.05,0.04,0.00,0.00,
20210506,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.72,0.10,0.08,0.00,0.00,
20210507,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.76,0.04,0.03,0.00,0.00,
20210510,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.83,0.07,0.05,0.00,0.00,
20210511,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.89,0.06,0.05,0.00,0.00,
20210512,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.94,0.05,0.04,0.00,0.00,
20210513,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.92,-0.03,-0.02,0.00,0.00,
20210514,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.95,0.04,0.03,0.00,0.00,
20210517,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.96,0.01,0.00,0.00,0.00,
20210518,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,129.96,0.00,0.00,0.00,0.00,
20210519,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.03,0.07,0.05,0.00,0.00,
20210520,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.13,0.10,0.08,0.00,0.00,
20210521,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.25,0.12,0.10,0.00,0.00,
20210524,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.28,0.03,0.02,0.00,0.00,
20210525,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.29,0.01,0.01,0.00,0.00,
20210526,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.35,0.06,0.05,0.00,0.00,
20210527,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.32,-0.03,-0.02,0.00,0.00,
20210528,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.31,-0.01,-0.01,0.00,0.00,
20210531,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.35,0.04,0.03,0.00,0.00,
20210601,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.38,0.03,0.02,0.00,0.00,
20210602,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.35,-0.03,-0.02,0.00,0.00,
20210603,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.38,0.03,0.02,0.00,0.00,
20210604,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.33,-0.04,-0.03,0.00,0.00,
20210607,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.23,-0.10,-0.08,0.00,0.00,
20210608,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.22,-0.01,-0.01,0.00,0.00,
20210609,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.22,0.00,0.00,0.00,0.00,
20210610,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.28,0.06,0.04,0.00,0.00,
20210611,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.24,-0.04,-0.03,0.00,0.00,
20210615,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.27,0.03,0.02,0.00,0.00,
20210616,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.26,-0.01,-0.01,0.00,0.00,
20210617,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.22,-0.04,-0.03,0.00,0.00,
20210618,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.21,0.00,0.00,0.00,0.00,
20210621,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.29,0.08,0.06,0.00,0.00,
20210622,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.31,0.02,0.02,0.00,0.00,
20210623,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.36,0.04,0.03,0.00,0.00,
20210624,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.41,0.06,0.04,0.00,0.00,
20210625,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.45,0.04,0.03,0.00,0.00,
20210628,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.48,0.03,0.02,0.00,0.00,
20210629,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.52,0.04,0.03,0.00,0.00,
20210630,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.59,0.07,0.05,0.00,0.00,
20210701,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.61,0.02,0.01,0.00,0.00,
20210702,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.65,0.04,0.03,0.00,0.00,
20210705,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.71,0.06,0.05,0.00,0.00,
20210706,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.74,0.03,0.02,0.00,0.00,
20210707,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,130.83,0.09,0.07,0.00,0.00,
20210708,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.13,0.30,0.23,0.00,0.00,
20210709,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.15,0.02,0.02,0.00,0.00,
20210712,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.37,0.22,0.17,0.00,0.00,
20210713,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.49,0.12,0.09,0.00,0.00,
20210714,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.60,0.12,0.09,0.00,0.00,
20210715,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.51,-0.09,-0.07,0.00,0.00,
20210716,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.59,0.08,0.06,0.00,0.00,
20210719,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.64,0.05,0.04,0.00,0.00,
20210720,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.71,0.08,0.06,0.00,0.00,
20210721,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.80,0.09,0.07,0.00,0.00,
20210722,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.86,0.06,0.04,0.00,0.00,
20210723,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,131.94,0.08,0.06,0.00,0.00,
20210726,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.12,0.18,0.13,0.00,0.00,
20210727,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.04,-0.08,-0.06,0.00,0.00,
20210728,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.06,0.02,0.02,0.00,0.00,
20210729,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.12,0.07,0.05,0.00,0.00,
20210730,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.30,0.17,0.13,0.00,0.00,
20210802,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.48,0.18,0.14,0.00,0.00,
20210803,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.47,-0.01,-0.01,0.00,0.00,
20210804,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.45,-0.02,-0.02,0.00,0.00,
20210805,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.58,0.13,0.10,0.00,0.00,
20210806,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.55,-0.03,-0.02,0.00,0.00,
20210809,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.44,-0.11,-0.08,0.00,0.00,
20210810,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.41,-0.03,-0.02,0.00,0.00,
20210811,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.36,-0.05,-0.04,0.00,0.00,
20210812,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.42,0.06,0.05,0.00,0.00,
20210813,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.43,0.00,0.00,0.00,0.00,
20210816,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.44,0.02,0.01,0.00,0.00,
20210817,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.48,0.03,0.03,0.00,0.00,
20210818,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.58,0.11,0.08,0.00,0.00,
20210819,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.64,0.06,0.05,0.00,0.00,
20210820,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.66,0.01,0.01,0.00,0.00,
20210823,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.64,-0.02,-0.02,0.00,0.00,
20210824,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.64,0.01,0.01,0.00,0.00,
20210825,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.72,0.08,0.06,0.00,0.00,
20210826,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.62,-0.10,-0.08,0.00,0.00,
20210827,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.63,0.01,0.01,0.00,0.00,
20210830,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.69,0.06,0.05,0.00,0.00,
20210831,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.69,0.00,0.00,0.00,0.00,
20210901,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.79,0.10,0.08,0.00,0.00,
20210902,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.80,0.01,0.01,0.00,0.00,
20210903,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.80,0.00,0.00,0.00,0.00,
20210906,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.82,0.02,0.01,0.00,0.00,
20210907,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.79,-0.03,-0.02,0.00,0.00,
20210908,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.76,-0.02,-0.02,0.00,0.00,
20210909,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.76,-0.01,-0.01,0.00,0.00,
20210910,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.74,-0.02,-0.02,0.00,0.00,
20210913,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.75,0.01,0.01,0.00,0.00,
20210914,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.69,-0.05,-0.04,0.00,0.00,
20210915,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.70,0.01,0.01,0.00,0.00,
20210916,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.70,0.00,0.00,0.00,0.00,
20210917,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.73,0.03,0.02,0.00,0.00,
20210922,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.84,0.11,0.08,0.00,0.00,
20210923,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.84,0.00,0.00,0.00,0.00,
20210924,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.83,-0.01,-0.01,0.00,0.00,
20210927,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.81,-0.02,-0.01,0.00,0.00,
20210928,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.78,-0.04,-0.03,0.00,0.00,
20210929,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.78,0.00,0.00,0.00,0.00,
20210930,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.83,0.04,0.03,0.00,0.00,
20211008,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.81,-0.02,-0.01,0.00,0.00,
20211011,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.69,-0.12,-0.09,0.00,0.00,
20211012,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.64,-0.04,-0.03,0.00,0.00,
20211013,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.61,-0.03,-0.03,0.00,0.00,
20211014,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.62,0.01,0.01,0.00,0.00,
20211015,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.59,-0.03,-0.03,0.00,0.00,
20211018,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.40,-0.18,-0.14,0.00,0.00,
20211019,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.37,-0.03,-0.03,0.00,0.00,
20211020,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.41,0.04,0.03,0.00,0.00,
20211021,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.51,0.11,0.08,0.00,0.00,
20211022,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.54,0.03,0.02,0.00,0.00,
20211025,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.58,0.04,0.03,0.00,0.00,
20211026,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.61,0.03,0.02,0.00,0.00,
20211027,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.67,0.06,0.05,0.00,0.00,
20211028,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.71,0.04,0.03,0.00,0.00,
20211029,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.77,0.06,0.05,0.00,0.00,
20211101,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.87,0.10,0.07,0.00,0.00,
20211102,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,132.98,0.11,0.09,0.00,0.00,
20211103,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.04,0.06,0.04,0.00,0.00,
20211104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.08,0.04,0.03,0.00,0.00,
20211105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.24,0.16,0.12,0.00,0.00,
20211108,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.31,0.07,0.05,0.00,0.00,
20211109,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.29,-0.02,-0.01,0.00,0.00,
20211110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.31,0.02,0.02,0.00,0.00,
20211111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.26,-0.06,-0.04,0.00,0.00,
20211112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.25,0.00,0.00,0.00,0.00,
20211115,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.32,0.06,0.05,0.00,0.00,
20211116,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.35,0.04,0.03,0.00,0.00,
20211117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.35,0.00,0.00,0.00,0.00,
20211118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.39,0.04,0.03,0.00,0.00,
20211119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.39,-0.01,-0.01,0.00,0.00,
20211122,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.47,0.08,0.06,0.00,0.00,
20211123,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.49,0.03,0.02,0.00,0.00,
20211124,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.58,0.09,0.07,0.00,0.00,
20211125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.61,0.02,0.02,0.00,0.00,
20211126,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.72,0.12,0.09,0.00,0.00,
20211129,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.76,0.04,0.03,0.00,0.00,
20211130,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.74,-0.02,-0.02,0.00,0.00,
20211201,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.77,0.03,0.02,0.00,0.00,
20211202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.75,-0.02,-0.01,0.00,0.00,
20211203,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.72,-0.03,-0.02,0.00,0.00,
20211206,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.93,0.22,0.16,0.00,0.00,
20211207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.92,-0.02,-0.01,0.00,0.00,
20211208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.90,-0.01,-0.01,0.00,0.00,
20211209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.92,0.01,0.01,0.00,0.00,
20211210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.93,0.01,0.01,0.00,0.00,
20211213,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,133.95,0.02,0.02,0.00,0.00,
20211214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.00,0.05,0.04,0.00,0.00,
20211215,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,134.03,0.03,0.02,0.00,0.00,
